source_row_id,dialect,original_text,normalized_text,reason
77954,MSA,والرياضه خلق,والرياضه خلق,too_short
77956,MSA,لاحرمنا الله منك,لاحرمنا الله منك,too_short
77957,MSA,والله,والله,too_short
77959,DIAL_GLF,بعقلانيتك وراجحة فكرك وهج,بعقلانيتك وراجحه فكرك وهج,too_short
77963,DIAL_LEV,* سلم سلامات كأس الاردن,سلم سلامات كاس الاردن,too_short
77966,MSA,انهارت المبادئ,انهارت المبادي,too_short
77967,DIAL_GLF,شر البلية مايضحك,شر البليه مايضحك,too_short
77972,MSA,النصر !,النصر,too_short
77976,MSA,مبروك للنصر الفوز,مبروك للنصر الفوز,too_short
77977,MSA,سمعت مقابلة,سمعت مقابله,too_short
77979,MSA,بالتوفيق لك,بالتوفيق لك,too_short
77983,MSA,مصر لا تمارس,مصر لا تمارس,too_short
77985,MSA,استرحمت دقات,استرحمت دقات,too_short
77990,MSA,1 كيلو,1 كيلو,too_short
77997,DIAL_LEV,وين العرب ؟ ؟,وين العرب,too_short
77998,MSA,واسطه واسطه,واسطه واسطه,too_short
77999,DIAL_GLF,مايحتمع الحظ مع كثرة,مايحتمع الحظ مع كثره,too_short
78000,MSA,ربنا يجعله فى ميزان,ربنا يجعله في ميزان,too_short
78012,MSA,طريقة الدعوة ليس مفروشا ً,طريقه الدعوه ليس مفروشا,too_short
78018,MSA,عندالشدائد اللهم تقبل,عندالشدايد اللهم تقبل,too_short
78022,MSA,أنا الياس زرهوني مستشار الرئيس الأمريكي و أعظم عالم في,انا الياس زرهوني مستشار الرييس الامريكي و اعظم عالم في,exact_duplicate
78023,MSA,أنا الياس زرهوني مستشار الرئيس الأمريكي و أعظم عالم في,انا الياس زرهوني مستشار الرييس الامريكي و اعظم عالم في,exact_duplicate
78025,MSA,أبحث عن قطرة مطر !,ابحث عن قطره مطر,too_short
78026,MSA,الله يرحمهم,الله يرحمهم,too_short
78028,MSA,و لا,و لا,too_short
78029,MSA,قوانينهم و هم,قوانينهم و هم,too_short
78030,MSA,لا س فيغاس,لا س فيغاس,too_short
78031,MSA,هذا طبيعي,هذا طبيعي,too_short
78032,MSA,و صب تمر,و صب تمر,too_short
78035,MSA,نحن العرب,نحن العرب,too_short
78041,MSA,قوله تعالى : { قُلْ يَا أَهْلَ الْكِتَابِ تَعَالَوْا إِلَى كَلِمَةٍ سَوَاءٍ,قوله تعالي قل يا اهل الكتاب تعالوا الي كلمه سواء,exact_duplicate
78042,MSA,قوله تعالى : { قُلْ يَا أَهْلَ الْكِتَابِ تَعَالَوْا إِلَى كَلِمَةٍ سَوَاءٍ,قوله تعالي قل يا اهل الكتاب تعالوا الي كلمه سواء,exact_duplicate
78043,MSA,قوله تعالى : { قُلْ يَا أَهْلَ الْكِتَابِ تَعَالَوْا إِلَى كَلِمَةٍ سَوَاءٍ,قوله تعالي قل يا اهل الكتاب تعالوا الي كلمه سواء,exact_duplicate
78044,MSA,قوله تعالى : { قُلْ يَا أَهْلَ الْكِتَابِ تَعَالَوْا إِلَى كَلِمَةٍ سَوَاءٍ,قوله تعالي قل يا اهل الكتاب تعالوا الي كلمه سواء,exact_duplicate
78062,DIAL_LEV,لا واحد,لا واحد,too_short
78064,MSA,امن مصر فوق اى,امن مصر فوق اي,too_short
78067,DIAL_EGY,هنرجع فرق التذاكر لشركات,هنرجع فرق التذاكر لشركات,too_short
78074,DIAL_EGY,ايه الى جبها للاسكندريه,ايه الي جبها للاسكندريه,too_short
78075,MSA,كل ممنوع,كل ممنوع,too_short
78076,MSA,كل ممنوع,كل ممنوع,too_short
78080,MSA,المهم وضع حل للمشغل,المهم وضع حل للمشغل,too_short
78083,MSA,فى هولاء المغفلون,في هولاء المغفلون,too_short
78095,MSA,مباراة,مباراه,too_short
78096,MSA,واتوقع النتيجه تعادل 2 -,واتوقع النتيجه تعادل 2,too_short
78107,MSA,ومضحك,ومضحك,too_short
78117,DIAL_GLF,كلام,كلام,too_short
78121,DIAL_GLF,خلاص مافي فايده القاتل,خلاص مافي فايده القاتل,too_short
78124,MSA,لو لا الاهل لعتدل,لو لا الاهل لعتدل,too_short
78130,MSA,أين السرية ياعداد,اين السريه ياعداد,too_short
78137,MSA,اللهم أهد ضال المسلمين,اللهم اهد ضال المسلمين,too_short
78142,DIAL_LEV,والباقي الله,والباقي الله,too_short
78144,DIAL_GLF,وعلى مين على رديف,وعلي مين علي رديف,too_short
78149,MSA,سمير المسيرى فنان,سمير المسيري فنان,too_short
78160,MSA,يعني أضراب من قبل,يعني اضراب من قبل,too_short
78165,DIAL_GLF,الله,الله,too_short
78166,DIAL_GLF,الله,الله,too_short
78167,DIAL_GLF,الله,الله,too_short
78168,DIAL_GLF,ماباقي إلّا يقولها . .,ماباقي الا يقولها,too_short
78171,MSA,- نسبة عجز لكل,نسبه عجز لكل,too_short
78174,DIAL_GLF,يصير مامعة,يصير مامعه,too_short
78176,MSA,لكن مانقول الا ماقاله,لكن مانقول الا ماقاله,too_short
78178,MSA,فكما يقول المثل,فكما يقول المثل,too_short
78184,MSA,لكل من له سؤال او استفسار سوف نكون سعداء للاجابه عليه بكل حب واخلاص وصدق لان لا مجال ان نشرح لك او تشرح لى معتقدك على صفحات موقع اليكترونى لجريده محترمه ولكن عليك ان تذهب لاصحاب الاختصاص وهذا الموقع للتعريف بالسيد يسوع المسيح فى الانجيل والقرأن واجابه على كل الاسئله ادعوكم لتصفح الموقع + وربنا قادر على ارشادكم لطريق الخلاص الذى يراه الله لك . . وشكرا لليوم السابع على اتاحه الفرصه لى ودمتم فى تقدم وازدهار .,لكل من له سوال او استفسار سوف نكون سعداء للاجابه عليه بكل حب واخلاص وصدق لان لا مجال ان نشرح لك او تشرح لي معتقدك علي صفحات موقع اليكتروني لجريده محترمه ولكن عليك ان تذهب لاصحاب الاختصاص وهذا الموقع للتعريف بالسيد يسوع المسيح في الانجيل والقران واجابه علي كل الاسيله ادعوكم لتصفح الموقع وربنا قادر علي ارشادكم لطريق الخلاص الذي يراه الله لك وشكرا لليوم السابع علي اتاحه الفرصه لي ودمتم في تقدم وازدهار,exact_duplicate
78185,MSA,لكل من له سؤال او استفسار سوف نكون سعداء للاجابه عليه بكل حب واخلاص وصدق لان لا مجال ان نشرح لك او تشرح لى معتقدك على صفحات موقع اليكترونى لجريده محترمه ولكن عليك ان تذهب لاصحاب الاختصاص وهذا الموقع للتعريف بالسيد يسوع المسيح فى الانجيل والقرأن واجابه على كل الاسئله ادعوكم لتصفح الموقع + وربنا قادر على ارشادكم لطريق الخلاص الذى يراه الله لك . . وشكرا لليوم السابع على اتاحه الفرصه لى ودمتم فى تقدم وازدهار .,لكل من له سوال او استفسار سوف نكون سعداء للاجابه عليه بكل حب واخلاص وصدق لان لا مجال ان نشرح لك او تشرح لي معتقدك علي صفحات موقع اليكتروني لجريده محترمه ولكن عليك ان تذهب لاصحاب الاختصاص وهذا الموقع للتعريف بالسيد يسوع المسيح في الانجيل والقران واجابه علي كل الاسيله ادعوكم لتصفح الموقع وربنا قادر علي ارشادكم لطريق الخلاص الذي يراه الله لك وشكرا لليوم السابع علي اتاحه الفرصه لي ودمتم في تقدم وازدهار,exact_duplicate
78189,MSA,اللهم لك الحمد,اللهم لك الحمد,too_short
78193,MSA,الفيصلي زعيم الدوري,الفيصلي زعيم الدوري,too_short
78198,DIAL_EGY,اول مرة ميعجبنيش مقال,اول مره ميعجبنيش مقال,too_short
78203,DIAL_GLF,زين,زين,too_short
78207,DIAL_EGY,وجانى,وجاني,too_short
78208,MSA,وقال,وقال,too_short
78212,DIAL_EGY,والزبالة لو طلع من اهل الزبالك مايبقاش,والزباله لو طلع من اهل الزبالك مايبقاش,exact_duplicate
78213,DIAL_EGY,والزبالة لو طلع من اهل الزبالك مايبقاش,والزباله لو طلع من اهل الزبالك مايبقاش,exact_duplicate
78214,DIAL_EGY,والزبالة لو طلع من اهل الزبالك مايبقاش,والزباله لو طلع من اهل الزبالك مايبقاش,exact_duplicate
78215,DIAL_LEV,الله محيي قلعتنا,الله محيي قلعتنا,too_short
78217,DIAL_GLF,تستااهل كل خير .,تستااهل كل خير,too_short
78220,DIAL_GLF,ماعليك الا تسدد ولا,ماعليك الا تسدد ولا,too_short
78221,MSA,الشاعر الشعبى,الشاعر الشعبي,too_short
78224,MSA,روراوة الذكي و العدل كان على حق في إقصاء ابراهيم حسن خمس سنوات بل أفضل من ذلك مدى,روراوه الذكي و العدل كان علي حق في اقصاء ابراهيم حسن خمس سنوات بل افضل من ذلك مدي,exact_duplicate
78225,MSA,روراوة الذكي و العدل كان على حق في إقصاء ابراهيم حسن خمس سنوات بل أفضل من ذلك مدى,روراوه الذكي و العدل كان علي حق في اقصاء ابراهيم حسن خمس سنوات بل افضل من ذلك مدي,exact_duplicate
78228,MSA,مدرب,مدرب,too_short
78229,MSA,مبرووك,مبرووك,too_short
78230,MSA,كلاب,كلاب,too_short
78231,DIAL_LEV,مابحب هالمسلسلات كلها,مابحب هالمسلسلات كلها,too_short
78233,MSA,فيه . . ؟ ؟,فيه,too_short
78236,DIAL_GLF,وكلها انتر ويطلع كامل,وكلها انتر ويطلع كامل,too_short
78237,DIAL_GLF,فتواضع,فتواضع,too_short
78239,MSA,( ( ( العين تدمع . . . والكاس يلمع ) ),العين تدمع والكاس يلمع,too_short
78242,MSA,عودة للموضوع,عوده للموضوع,too_short
78246,MSA,بقبيلي او,بقبيلي او,too_short
78247,MSA,عاجل وهام,عاجل وهام,too_short
78249,MSA,نرفع اسما عبارات التهنئه والتبريك لأبن العم أحمد على هذه الترقيه المباركه والتي قد حصل عليها بجداره بشهادة الجميع نسأالله أن تكون عوناً له في خدمة هذه الدوله,نرفع اسما عبارات التهنيه والتبريك لابن العم احمد علي هذه الترقيه المباركه والتي قد حصل عليها بجداره بشهاده الجميع نساالله ان تكون عونا له في خدمه هذه الدوله,exact_duplicate
78263,MSA,أستاذي,استاذي,too_short
78264,MSA,أستاذي,استاذي,too_short
78268,DIAL_EGY,كيلو اللحمة بقي في,كيلو اللحمه بقي في,too_short
78269,MSA,اتعظوا,اتعظوا,too_short
78273,MSA,والله,والله,too_short
78274,MSA,المشكلة ان تقنيته 3,المشكله ان تقنيته 3,too_short
78275,MSA,قولو حديد قولو,قولو حديد قولو,too_short
78281,MSA,اللهم وفق الجميع لمافيهالخير,اللهم وفق الجميع لمافيهالخير,too_short
78284,MSA,الشيخ والشاب والعذراء,الشيخ والشاب والعذراء,too_short
78285,MSA,فريق والشواهد,فريق والشواهد,too_short
78293,MSA,سجل 3 اهداف بكاس,سجل 3 اهداف بكاس,too_short
78300,DIAL_GLF,صدقوني راح تكون تاريخيه,صدقوني راح تكون تاريخيه,too_short
78303,DIAL_LEV,لا تخليهم,لا تخليهم,too_short
78304,MSA,ان كيدهن عظيم :,ان كيدهن عظيم,too_short
78310,DIAL_GLF,وش تبي,وش تبي,too_short
78315,MSA,شاهدنا مباراة باب,شاهدنا مباراه باب,too_short
78321,MSA,تم نشر هذا الخبر,تم نشر هذا الخبر,too_short
78325,MSA,حتى تعالوا,حتي تعالوا,too_short
78330,MSA,المحرر,المحرر,too_short
78336,DIAL_GLF,يارباة,يارباه,too_short
78339,MSA,انا اخفف الدقن ب,انا اخفف الدقن ب,too_short
78343,MSA,أجل إسرائيل . . ضمن العشرين,اجل اسراييل ضمن العشرين,too_short
78345,DIAL_EGY,بصراحة انتوا حالتكم بقت اخر لخبطة يا مرتشى,بصراحه انتوا حالتكم بقت اخر لخبطه يا مرتشي,exact_duplicate
78346,DIAL_EGY,بصراحة انتوا حالتكم بقت اخر لخبطة يا مرتشى,بصراحه انتوا حالتكم بقت اخر لخبطه يا مرتشي,exact_duplicate
78357,MSA,نلعب,نلعب,too_short
78358,MSA,حمد الله على,حمد الله علي,too_short
78360,MSA,,,empty_after_normalization
78361,MSA,,,empty_after_normalization
78362,MSA,,,empty_after_normalization
78365,MSA,ولكنكم تعلمون من هم,ولكنكم تعلمون من هم,too_short
78369,DIAL_EGY,وهمه الشباب حد ضربهم على ايديهم عشان يحضروا,وهمه الشباب حد ضربهم علي ايديهم عشان يحضروا,exact_duplicate
78375,MSA,اللهم سقيا خير لا,اللهم سقيا خير لا,too_short
78378,DIAL_EGY,إيدك فى إيدك تتسند .,ايدك في ايدك تتسند,too_short
78383,DIAL_GLF,الله لايسفهنا بس حلو,الله لايسفهنا بس حلو,too_short
78384,MSA,احرمني من ابسط,احرمني من ابسط,too_short
78385,MSA,3 - أسم,3 اسم,too_short
78392,MSA,5 - الاتصالات,5 الاتصالات,too_short
78396,MSA,الموجود عادات ولاعلاقه للدين,الموجود عادات ولاعلاقه للدين,too_short
78399,MSA,,,empty_after_normalization
78407,MSA,الاسلام هو,الاسلام هو,too_short
78416,MSA,فعلا الرمثا,فعلا الرمثا,too_short
78426,MSA,يتيم الام !,يتيم الام,too_short
78429,DIAL_EGY,ولما يقعد فى مكتبه نهاجمه ونقول انه قاعد تحت التكييف مش حاسس,ولما يقعد في مكتبه نهاجمه ونقول انه قاعد تحت التكييف مش حاسس,exact_duplicate
78444,DIAL_LEV,الباقي كل شغله,الباقي كل شغله,too_short
78445,DIAL_EGY,هِدوا جدار الخوف,هدوا جدار الخوف,too_short
78447,DIAL_GLF,نادي يدور أجنبي,نادي يدور اجنبي,too_short
78451,MSA,تبقى المسئله شائكه -,تبقي المسيله شايكه,too_short
78453,MSA,الله يرحمهم ويرحم المسلمين,الله يرحمهم ويرحم المسلمين,too_short
78462,MSA,وهاذي عادة الهلاليين الوفاء,وهاذي عاده الهلاليين الوفاء,too_short
78469,MSA,ودليل على اهمية النسب,ودليل علي اهميه النسب,too_short
78472,DIAL_GLF,لايهمونك ياطويل,لايهمونك ياطويل,too_short
78474,MSA,ممنوع دخول القلوب,ممنوع دخول القلوب,too_short
78478,MSA,أتمنى فوز النصر و,اتمني فوز النصر و,too_short
78481,MSA,والى متى هالنفاق,والي متي هالنفاق,too_short
78483,DIAL_EGY,النادي هو اللي شربك اللبن وعمل لك اسم . . وخلاك اسم كبير وفي الاخر طردك بره . . وعادي . . انت لو لاعيب كبير . . خليك لاعيب وانتمي للنادي اللي انت فيه بس بلاش تهين اللي عملك نجم . . بعد ربنا طبعا,النادي هو اللي شربك اللبن وعمل لك اسم وخلاك اسم كبير وفي الاخر طردك بره وعادي انت لو لاعيب كبير خليك لاعيب وانتمي للنادي اللي انت فيه بس بلاش تهين اللي عملك نجم بعد ربنا طبعا,exact_duplicate
78490,DIAL_LEV,نحن هيك كنا السنة,نحن هيك كنا السنه,too_short
78491,DIAL_GLF,و ? ? مليون,و مليون,too_short
78492,MSA,عدد قطرات المطر .,عدد قطرات المطر,too_short
78494,MSA,وتعظم في عين الصغير,وتعظم في عين الصغير,too_short
78498,MSA,يسارقه عين,يسارقه عين,too_short
78499,MSA,روح دور اقرب,روح دور اقرب,too_short
78503,DIAL_LEV,مبروك الفوز ل ماردنا,مبروك الفوز ل ماردنا,too_short
78504,MSA,يمكن كان مجبور . . . الله,يمكن كان مجبور الله,too_short
78508,MSA,يطمع فيها ( بعض ) الرجال !,يطمع فيها بعض الرجال,too_short
78511,MSA,اقنعني سعادة,اقنعني سعاده,too_short
78513,MSA,"كعادتك ابو الهل ,",كعادتك ابو الهل,too_short
78514,MSA,"كعادتك ابو الهل ,",كعادتك ابو الهل,too_short
78516,MSA,هذي مصيبة والله .,هذي مصيبه والله,too_short
78518,MSA,وعلى مكانك في قلوب,وعلي مكانك في قلوب,too_short
78525,DIAL_GLF,لا ? ملاعق غرف ولا,لا ملاعق غرف ولا,too_short
78529,MSA,على حد تعبير,علي حد تعبير,too_short
78530,MSA,رحمه,رحمه,too_short
78534,MSA,نخطط نكسر اللعبه وتسعدنا,نخطط نكسر اللعبه وتسعدنا,too_short
78538,MSA,بالتوفيق لأبطال,بالتوفيق لابطال,too_short
78543,MSA,لم يعط حقه . . لأنه,لم يعط حقه لانه,too_short
78545,DIAL_LEV,ان شاء الله كلنا,ان شاء الله كلنا,too_short
78546,MSA,الله يرحمك,الله يرحمك,too_short
78552,MSA,,,empty_after_normalization
78554,MSA,اوقفوا,اوقفوا,too_short
78556,DIAL_GLF,يا ويلك ايه,يا ويلك ايه,too_short
78559,DIAL_GLF,طبل,طبل,too_short
78560,DIAL_LEV,ما في زي,ما في زي,too_short
78562,MSA,فقط للبحث عن رزقه,فقط للبحث عن رزقه,too_short
78563,MSA,الله يطول بعمر أبو,الله يطول بعمر ابو,too_short
78564,MSA,انا لله و انا اليه راجعون,انا لله و انا اليه راجعون,exact_duplicate
78565,MSA,* الرمثا سيهزم الفيصلي,الرمثا سيهزم الفيصلي,too_short
78567,DIAL_GLF,والله الشعب كله بيروح,والله الشعب كله بيروح,too_short
78573,MSA,وتداوي الجرحى,وتداوي الجرحي,too_short
78582,MSA,والسلام,والسلام,too_short
78583,MSA,والسلام,والسلام,too_short
78585,MSA,تادية,تاديه,too_short
78586,MSA,وسحقاً ل,وسحقا ل,too_short
78592,MSA,ومع بداية الصيف . . توقعت مصلحة الأرصاد وحماية .,ومع بدايه الصيف توقعت مصلحه الارصاد وحمايه,exact_duplicate
78595,MSA,العلم عند,العلم عند,too_short
78596,MSA,العلم عند,العلم عند,too_short
78603,DIAL_GLF,تسلم,تسلم,too_short
78604,DIAL_GLF,تسلم,تسلم,too_short
78605,DIAL_GLF,تسلم,تسلم,too_short
78606,DIAL_GLF,تسلم,تسلم,too_short
78609,MSA,ممثل,ممثل,too_short
78610,DIAL_GLF,ازعجتوونآ,ازعجتوونا,too_short
78613,DIAL_EGY,,,empty_after_normalization
78620,MSA,بالتعادل 1 /,بالتعادل 1,too_short
78623,DIAL_EGY,مرتضى منصور يا,مرتضي منصور يا,too_short
78630,DIAL_LEV,الله ينتقم,الله ينتقم,too_short
78632,MSA,تروى الحوادث والعلا,تروي الحوادث والعلا,too_short
78637,DIAL_GLF,يالله البركه بالفرق,يالله البركه بالفرق,too_short
78640,MSA,ونحن اشغلنا العالم,ونحن اشغلنا العالم,too_short
78643,MSA,اقتراح من مواطن,اقتراح من مواطن,too_short
78644,MSA,أحْبَبْتُهَا حَتَّي الثُّمَالَة َ,احببتها حتي الثماله,too_short
78648,MSA,وعقبال ( الروضات والحضانات,وعقبال الروضات والحضانات,too_short
78649,MSA,اللهم اجعله صيباً,اللهم اجعله صيبا,too_short
78650,MSA,اللهم اجعله صيباً,اللهم اجعله صيبا,too_short
78656,DIAL_EGY,منكم لله قضيتوا على,منكم لله قضيتوا علي,too_short
78658,DIAL_LEV,اللي بخاف من العفريت . .,اللي بخاف من العفريت,too_short
78659,DIAL_GLF,اهياط بس ه,اهياط بس ه,too_short
78663,MSA,,,empty_after_normalization
78665,MSA,"ما أجمل هذه اللحظات , ,",ما اجمل هذه اللحظات,too_short
78668,DIAL_EGY,عشت احلم اشوف,عشت احلم اشوف,too_short
78669,DIAL_EGY,عشت احلم اشوف,عشت احلم اشوف,too_short
78670,DIAL_EGY,عشت احلم اشوف,عشت احلم اشوف,too_short
78671,DIAL_EGY,عشت احلم اشوف,عشت احلم اشوف,too_short
78672,DIAL_EGY,عشت احلم اشوف,عشت احلم اشوف,too_short
78675,MSA,احتاجه . .,احتاجه,too_short
78676,MSA,احتاجه . .,احتاجه,too_short
78680,MSA,والله ولي,والله ولي,too_short
78685,MSA,زمن الامهات,زمن الامهات,too_short
78695,MSA,كاتب متجدد . . لك,كاتب متجدد لك,too_short
78698,MSA,' ' ' مسؤولو الكونفيدرالية الإفريقية اعتذروا لنا ' ',مسوولو الكونفيدراليه الافريقيه اعتذروا لنا,exact_duplicate
78699,MSA,,,empty_after_normalization
78704,MSA,ندم وعرف صحيح معنى,ندم وعرف صحيح معني,too_short
78709,DIAL_EGY,كل عام وانتم بخور,كل عام وانتم بخور,too_short
78710,MSA,7 -,7,too_short
78714,DIAL_GLF,الله يستر من,الله يستر من,too_short
78717,MSA,لابدمن الادراك بأن التعصب,لابدمن الادراك بان التعصب,too_short
78718,MSA,مشروع جبار يليق,مشروع جبار يليق,too_short
78722,DIAL_GLF,هذا الفزعه حقهم,هذا الفزعه حقهم,too_short
78726,MSA,تحياتى لك ولباقي الاحبة,تحياتي لك ولباقي الاحبه,too_short
78730,MSA,الصراحه ضعنا بين الحلال,الصراحه ضعنا بين الحلال,too_short
78735,MSA,يدعي المعرفه والعلم,يدعي المعرفه والعلم,too_short
78736,DIAL_GLF,والله نبغى نبنى بيت,والله نبغي نبني بيت,too_short
78741,MSA,,,empty_after_normalization
78747,MSA,ارجومن المفتي ان يوقفة عند حدة من الافتاءعلى,ارجومن المفتي ان يوقفه عند حده من الافتاءعلي,exact_duplicate
78755,MSA,إحشروهم فى,احشروهم في,too_short
78756,DIAL_GLF,الله يوفقهم حملة مثمرة,الله يوفقهم حمله مثمره,too_short
78757,MSA,والوعد,والوعد,too_short
78764,DIAL_GLF,الي يعاكس ليس,الي يعاكس ليس,too_short
78765,DIAL_GLF,الي يعاكس ليس,الي يعاكس ليس,too_short
78777,DIAL_GLF,عموما التوفيق,عموما التوفيق,too_short
78780,MSA,- أي شعب في العالم له كيف يناسب طبيعته و مصر بحكم الموقع الجغرافي مر عليها تشكيلة أنواع ، ليس من الكيف فقط ، فتبقي ما يروق لها ( جمال حمدان,اي شعب في العالم له كيف يناسب طبيعته و مصر بحكم الموقع الجغرافي مر عليها تشكيله انواع ليس من الكيف فقط فتبقي ما يروق لها جمال حمدان,exact_duplicate
78786,DIAL_GLF,واترك,واترك,too_short
78787,DIAL_LEV,لما ينور الملح بحتلو,لما ينور الملح بحتلو,too_short
78791,MSA,أتفق ولا أتفق .,اتفق ولا اتفق,too_short
78793,MSA,مع فائق دعواتي,مع فايق دعواتي,too_short
78794,MSA,أصابهم داء,اصابهم داء,too_short
78805,MSA,اقول رفقا بالقواطي . .,اقول رفقا بالقواطي,too_short
78807,MSA,اللهم ارحمهم برحمتك يارحم,اللهم ارحمهم برحمتك يارحم,too_short
78809,MSA,هذا ماسنعرفه الليله . .,هذا ماسنعرفه الليله,too_short
78811,MSA,الاخ د :,الاخ د,too_short
78812,MSA,والله انكم رجال,والله انكم رجال,too_short
78814,MSA,511,511,too_short
78820,DIAL_GLF,بدل ما يحط ميدالية الشاي نفسها بكاسين كان يحطها بإبريق ويغلي,بدل ما يحط ميداليه الشاي نفسها بكاسين كان يحطها بابريق ويغلي,exact_duplicate
78838,MSA,لا,لا,too_short
78846,MSA,ارفعوا ايميلى من قوائمكم البريدية انا,ارفعوا ايميلي من قوايمكم البريديه انا,exact_duplicate
78855,MSA,من خالد جاسم واخوه,من خالد جاسم واخوه,too_short
78862,MSA,. . .,,empty_after_normalization
78864,MSA,لويعلم الزهر سر,لويعلم الزهر سر,too_short
78871,DIAL_GLF,من كثر دراهم الشعب,من كثر دراهم الشعب,too_short
78879,MSA,أَرْبَاباً مِنْ دُونِ اللَّهِ فَإِنْ تَوَلَّوْا فَقُولُوا اشْهَدُوا بِأَنَّا مُسْلِمُونَ,اربابا من دون الله فان تولوا فقولوا اشهدوا بانا مسلمون,exact_duplicate
78880,MSA,أَرْبَاباً مِنْ دُونِ اللَّهِ فَإِنْ تَوَلَّوْا فَقُولُوا اشْهَدُوا بِأَنَّا مُسْلِمُونَ,اربابا من دون الله فان تولوا فقولوا اشهدوا بانا مسلمون,exact_duplicate
78881,MSA,أَرْبَاباً مِنْ دُونِ اللَّهِ فَإِنْ تَوَلَّوْا فَقُولُوا اشْهَدُوا بِأَنَّا مُسْلِمُونَ,اربابا من دون الله فان تولوا فقولوا اشهدوا بانا مسلمون,exact_duplicate
78885,MSA,وربنا يهدى الناس,وربنا يهدي الناس,too_short
78889,MSA,ملاحظة :,ملاحظه,too_short
78891,MSA,مدفونين احياء قبل,مدفونين احياء قبل,too_short
78897,MSA,مبروك,مبروك,too_short
78901,MSA,وسنعزيكم بكل روح رياضية .,وسنعزيكم بكل روح رياضيه,too_short
78904,MSA,ولماذا لا نلوم المتسبب في الفلتان الأمني اللي,ولماذا لا نلوم المتسبب في الفلتان الامني اللي,exact_duplicate
78910,DIAL_LEV,بنمزحش,بنمزحش,too_short
78911,DIAL_EGY,الإجابة : يلطمو و,الاجابه يلطمو و,too_short
78913,DIAL_GLF,خلوه يصدي,خلوه يصدي,too_short
78918,MSA,سبحان الله العظيم ! !,سبحان الله العظيم,too_short
78919,MSA,وأرزقنا اجتنابه,وارزقنا اجتنابه,too_short
78920,MSA,والمقيمين فى,والمقيمين في,too_short
78930,MSA,تزوج 18,تزوج 18,too_short
78932,MSA,ذرفت من القهر دمعا,ذرفت من القهر دمعا,too_short
78935,MSA,انها جريمة,انها جريمه,too_short
78936,MSA,وزيرةً للتعاون,وزيره للتعاون,too_short
78937,MSA,بالتوفيق ايها الوفد,بالتوفيق ايها الوفد,too_short
78943,MSA,لآحول ولآقوة,لاحول ولاقوه,too_short
78944,DIAL_EGY,علم مصر إيه ياراجل,علم مصر ايه ياراجل,too_short
78945,DIAL_GLF,الشاوري يخرج من القلب,الشاوري يخرج من القلب,too_short
78951,MSA,الله يوفقك يا زعيم,الله يوفقك يا زعيم,too_short
78954,DIAL_GLF,الله لايحرمنا من,الله لايحرمنا من,too_short
78956,DIAL_GLF,الله لا,الله لا,too_short
78957,DIAL_GLF,الله لا,الله لا,too_short
78958,DIAL_GLF,الله لا,الله لا,too_short
78959,DIAL_GLF,الله لا,الله لا,too_short
78960,DIAL_GLF,الله لا,الله لا,too_short
78961,DIAL_GLF,الله لا,الله لا,too_short
78962,DIAL_GLF,الله لا,الله لا,too_short
78963,DIAL_GLF,الله لا,الله لا,too_short
78964,DIAL_GLF,الله لا,الله لا,too_short
78965,DIAL_GLF,الله لا,الله لا,too_short
78966,MSA,وسلامي,وسلامي,too_short
78967,MSA,وسلامي,وسلامي,too_short
78969,MSA,اسف,اسف,too_short
78971,DIAL_GLF,دي البنات إحلوت يقدعان : -,دي البنات احلوت يقدعان,too_short
78980,MSA,وعقبال الآسيويه بإذن الله,وعقبال الاسيويه باذن الله,too_short
78990,MSA,ليس للنفاق أرض,ليس للنفاق ارض,too_short
78995,MSA,نعدك ان نكون معك,نعدك ان نكون معك,too_short
78996,MSA,بالتوفيق لنادي القرن ( الهلال,بالتوفيق لنادي القرن الهلال,too_short
79002,MSA,سنة حميدة ، ،,سنه حميده,too_short
79003,MSA,يعطيك,يعطيك,too_short
79004,MSA,يعطيك,يعطيك,too_short
79006,DIAL_GLF,لكن هذي تشوه نتيجه,لكن هذي تشوه نتيجه,too_short
79007,MSA,الى,الي,too_short
79009,MSA,الغرب من رسم خارطة,الغرب من رسم خارطه,too_short
79011,DIAL_GLF,يستاهلون ابطال,يستاهلون ابطال,too_short
79015,MSA,َ نورنا,نورنا,too_short
79018,DIAL_GLF,قال مشاوير خاصة !,قال مشاوير خاصه,too_short
79025,MSA,انا زرت المكان,انا زرت المكان,too_short
79029,DIAL_EGY,فين وزير الدفاع ياأستاذ ؟ ؟,فين وزير الدفاع يااستاذ,too_short
79030,MSA,والعدوان الا,والعدوان الا,too_short
79031,MSA,شكرا للهلال .,شكرا للهلال,too_short
79035,DIAL_GLF,ولا يهمونك تراك غالي,ولا يهمونك تراك غالي,too_short
79042,MSA,صار الدين لعبه من,صار الدين لعبه من,too_short
79043,MSA,اليوم عرفتم اذا,اليوم عرفتم اذا,too_short
79045,DIAL_EGY,,,empty_after_normalization
79049,DIAL_GLF,علشان تصحون من الخمسه,علشان تصحون من الخمسه,too_short
79057,DIAL_EGY,دى اقل حق,دي اقل حق,too_short
79058,MSA,الله يحمينا من كل,الله يحمينا من كل,too_short
79065,DIAL_GLF,الي هذا اوله ينعرف,الي هذا اوله ينعرف,too_short
79066,MSA,وكلما إمتلأ قلبي بهموم,وكلما امتلا قلبي بهموم,too_short
