id,original_text,masked_text
train_005330,انا من زمان وانا حاسة انه الشوكولاته فيها اشي مميز بس هلأ,انا من زمان وانا حاسة انه الشوكولاته فيها اشي مميز بس هلأ
train_005331,بدون تعميد اكيد فلوس وبنات رغم انهن عاديات جدا بل اقل من العاديات و ما يعجب فيهن الا اللي ما قد شاف,بدون تعميد اكيد فلوس وبنات رغم انهن عاديات جدا بل اقل من العاديات و ما يعجب فيهن الا اللي ما قد شاف
train_005332,انا بصفتي ناقد للاعبين بأقول انه راح يصير تغيرات كبيره جدا بعد هذه المباراه وانا بشجع اللعب الحلو والروح الرياضيه والف مبروك,انا بصفتي ناقد للاعبين بأقول انه راح يصير تغيرات كبيره جدا بعد هذه المباراه وانا بشجع اللعب الحلو والروح الرياضيه والف مبروك
train_005333,كسب الزعيم بخذني جيتك ، وهذا الموسم بلا فائدة تذكر ؛ لأن الطيور ذهبت بأرزاقها ! !,كسب الزعيم بخذني جيتك ، وهذا الموسم بلا فائدة تذكر ؛ لأن الطيور ذهبت بأرزاقها ! !
train_005334,و ان يقولوا ما يريدونه من ارقام و لازم الناس تصدق ! و تقتنع ! اومال,و ان يقولوا ما يريدونه من ارقام و لازم الناس تصدق ! و تقتنع ! اومال
train_005335,والله لما كان عمري 15 سنه ما كنت استرجي افتح شباك واتفرج منه والله اخر وقت اللي الحرام صار فيه زي مرحبا ؟ ؟ !,والله لما كان عمري [NUM_1] سنه ما كنت استرجي افتح شباك واتفرج منه والله اخر وقت اللي الحرام صار فيه زي مرحبا ؟ ؟ !
train_005336,ده أخوه كمان اللي قاوم الشرطة وأصاب واحد منها أخلوا سبيله .,ده أخوه كمان اللي قاوم الشرطة وأصاب [NUM_1] منها أخلوا سبيله .
train_005337,رنيه بلسعوديه قريب من بيشه Sa 3,[LOC_1] ب[LOC_2] قريب من [LOC_3] Sa 3
train_005338,"غريب و عجيب امر "" المثقفين "" و "" الفنانين "" . .","غريب و عجيب امر "" المثقفين "" و "" الفنانين "" . ."
train_005339,ياناس الفريق عندنا كله يبي تغيير لا يضحك علينا كحيلان بالتصاريح من كم سنه وما نشوف الا التصاريح وين البطولات وين التعاقدات مع لاعبين على مستوى عالي . . . انا تعبت مره نبي,ياناس الفريق عندنا كله يبي تغيير لا يضحك علينا [PERSON_1] بالتصاريح من كم سنه وما نشوف الا التصاريح وين البطولات وين التعاقدات مع لاعبين على مستوى عالي . . . انا تعبت مره نبي
train_005340,النرفزه والعصبيه حتى لو انا البطاقتين,النرفزه والعصبيه حتى لو انا البطاقتين
train_005341,الاهلى تعادل مع المقاوليين ولا شىء الزمالك يتعدل اوينهزم كن الشرطة دى عندكم يازمالكوية ( مصيبة ) دى كورة مكسب وخسارة اسباب الفشل انت يابراهيم لواتحاد الكرة مااخذش قرار,الاهلى تعادل مع المقاوليين ولا شىء الزمالك يتعدل اوينهزم كن الشرطة دى عندكم يازمالكوية ( مصيبة ) دى كورة مكسب وخسارة اسباب الفشل انت يا[PERSON_1] لواتحاد الكرة مااخذش قرار
train_005342,اديها كمان شهرين تلاته سمعنا امس كمال الشازلى جه على نقاله من الخارج ربنا,اديها كمان [DATE_1] سمعنا امس [PERSON_1] جه على نقاله من الخارج ربنا
train_005343,ويفضل من كل رجل عاقل اذا وجد زوجته تعاند والديه ان يسرحها لا اهلها لكي يقومو بتربيتها وسوف يرزقه الله خيراً منها لانه ارضا ربه وبراء والديه,ويفضل من كل رجل عاقل اذا وجد زوجته تعاند والديه ان يسرحها لا اهلها لكي يقومو بتربيتها وسوف يرزقه الله خيراً منها لانه ارضا ربه وبراء والديه
train_005344,شو نوع البترول اللي بنستورده ؟ برنت ولا عربي خفيف,شو نوع البترول اللي بنستورده ؟ برنت ولا عربي خفيف
train_005345,طيب ليه مثلا بتختلف درجات الحراره في النشره عن درجات الحراره في,طيب ليه مثلا بتختلف درجات الحراره في النشره عن درجات الحراره في
train_005346,لعبنا ناقص 9 ولاقدرتو تسجلون غير 5 ومع كذا جبنا فيكم,لعبنا ناقص [NUM_1] ولاقدرتو تسجلون غير [NUM_2] ومع كذا جبنا فيكم
train_005347,نظرة عينية في الصورة لسه فيها حاجة,نظرة عينية في الصورة لسه فيها حاجة
train_005348,شهرين مع المنتخب بطوله وفلوس شهرين موقف المجموع 4 شهور ادفع يانصر 4,شهرين مع المنتخب بطوله وفلوس شهرين موقف المجموع [NUM_1] شهور ادفع يا[ORG_1] [NUM_1]
train_005349,تاريخك عريق يا نادي السيدة العجوز . . . فأنت الائق بالتتويج و رسم الافراح للعالم . .,تاريخك عريق يا نادي السيدة العجوز . . . فأنت الائق بالتتويج و رسم الافراح للعالم . .
train_005350,معقول يادكتورة نيفين كل الناس دى أحاسيسها غلط وحضرتك الصح !,معقول يادكتورة [PERSON_1] كل الناس دى أحاسيسها غلط وحضرتك الصح !
train_005351,الطريف . . . ان البعض مستغرب من وجود 65 الف,الطريف . . . ان البعض مستغرب من وجود [NUM_1] الف
train_005352,السفرتي يحكي عن نوع معين من المغتربين غير المرتبطين بالبلد,السفرتي يحكي عن نوع معين من المغتربين غير المرتبطين بالبلد
train_005353,بالسلامه يا كابتن امجد الشعيبي ولا تنسانا من صالح,بالسلامه يا كابتن [PERSON_1] ولا تنسانا من صالح
train_005354,ليونيل ميسي احببناة من تواضعه انة اسطورة هذاالعقد من الزمن . .,[PERSON_1] احببناة من تواضعه انة اسطورة هذاالعقد من الزمن . .
train_005355,"أثابك الله ياشيخ وكثر الله من امثالك , و اعانك الله علي القادم من الايام , حيث ان خفافيش الظلام لا يفوتون فرصة لأحكام قبضتهم علي المجتمع و العامة","أثابك الله ياشيخ وكثر الله من امثالك , و اعانك الله علي القادم من الايام , حيث ان خفافيش الظلام لا يفوتون فرصة لأحكام قبضتهم علي المجتمع و العامة"
train_005356,الجامعة العربيه تدرو شي تسويه ؟ ؟ عشان المؤتمرات لصحفيه تزيد ؟,[ORG_1] تدرو شي تسويه ؟ ؟ عشان المؤتمرات لصحفيه تزيد ؟
train_005357,الله يرحمها ويسكنها فسيح جناته مع,الله يرحمها ويسكنها فسيح جناته مع
train_005358,اكثر من كده ترهيب وطغوط ومشاكل لاحصر لها بوسائل المواصلات وغيره من المشاكل اليوميه الت لا تنتهى هوة فى ايه تانى . .,اكثر من كده ترهيب وطغوط ومشاكل لاحصر لها بوسائل المواصلات وغيره من المشاكل اليوميه الت لا تنتهى هوة فى ايه تانى . .
train_005359,ضعيف علي الاطفال يصايع ينسناس الصحف,ضعيف علي الاطفال يصايع ينسناس الصحف
train_005360,اذا لغيت عقوبة الحبس عن الشيكات كيف ما بده يتنامى العنف المجتمعي بتمنى لو تنشروا اسماء اللجنه اللي سميتوها متخصصه من قضاه ومحامين و اكاديميين ومين اعطاهم الحق بالتنازل عن عقوبة الحبس ؟ ؟,اذا لغيت عقوبة الحبس عن الشيكات كيف ما بده يتنامى العنف المجتمعي بتمنى لو تنشروا اسماء اللجنه اللي سميتوها متخصصه من قضاه ومحامين و اكاديميين ومين اعطاهم الحق بالتنازل عن عقوبة الحبس ؟ ؟
train_005361,بس يا ويلوا اللى بدو يقرب علي,بس يا ويلوا اللى بدو يقرب علي
train_005362,و مين اللي ينسى فلسطين الجنه .,و مين اللي ينسى [LOC_1] الجنه .
train_005363,من ساعة ما الاهلى سابك وانت عمال تلف يمين وشمال ومشاكل فى كل نادى وبعد ما ضيعت نفسك بتعرض نفسك مرة على الزمالك ومرة الاهلى ومرة الاسماعيلى وياريتك بتتعلم احسنلك روح المصرى دية اخر فرصة ليك لان صعب عليك تتفق مع حسام وابراهيم,من ساعة ما [ORG_1] سابك وانت عمال تلف يمين وشمال ومشاكل فى كل نادى وبعد ما ضيعت نفسك بتعرض نفسك مرة على [ORG_2] ومرة [ORG_1] ومرة [ORG_3] وياريتك بتتعلم احسنلك روح [ORG_4] دية اخر فرصة ليك لان صعب عليك تتفق مع [PERSON_1] و[PERSON_2]
train_005364,عيب ياناس اللي بتعملوه . . انتو كدة بتشوهو سمعة مصر . .,عيب ياناس اللي بتعملوه . . انتو كدة بتشوهو سمعة [LOC_1] . .
train_005365,و انت للاسف بتبص لمصلحتك فقط عشان تاخد الدور و اسمك يترفع,و انت للاسف بتبص لمصلحتك فقط عشان تاخد الدور و اسمك يترفع
train_005366,مو افلام الكرتون بس للي,مو افلام الكرتون بس للي
train_005367,ليس عندي ما اقوله سوى,ليس عندي ما اقوله سوى
train_005368,وادعولى ان ربنا يحقق لى حلمى الكبير واكون كاتب سيناريو,وادعولى ان ربنا يحقق لى حلمى الكبير واكون كاتب سيناريو
train_005369,نفسي اعرف ليش معلقين على الخبر بكلمة جامعية يعني مو ممكن تعمل هالعملة وحدة مش متعلمة المهم في الموضوع هالزوج المسكين اللي راح هيك الله يرحمة وبنفس الوقت الله يعينها على حالها اللهم ثبت علينا العقل والدين,نفسي اعرف ليش معلقين على الخبر بكلمة جامعية يعني مو ممكن تعمل هالعملة وحدة مش متعلمة المهم في الموضوع هالزوج المسكين اللي راح هيك الله يرحمة وبنفس الوقت الله يعينها على حالها اللهم ثبت علينا العقل والدين
train_005370,فيه نآس بتقول ليه كل هالصسرفياات ومدري آيش . . ومجهود بشري ضخم حيث فيه 45 ألف وآحد بيحسبون لدولة عدد مجموع سٌكآنهآ يتجآوز 20 مليون بين موآطن ومقيم ؟,فيه نآس بتقول ليه كل هالصسرفياات ومدري آيش . . ومجهود بشري ضخم حيث فيه [NUM_1] ألف وآحد بيحسبون لدولة عدد مجموع سٌكآنهآ يتجآوز [NUM_2] مليون بين موآطن ومقيم ؟
train_005371,المهور و تكاليف الزواج و غلاء,المهور و تكاليف الزواج و غلاء
train_005372,اللي عملتو سيدي للأردنيين ما عملو,اللي عملتو سيدي للأردنيين ما عملو
train_005373,وعندما تساءلوا عن ذلك وعن سبب عدم وجود البطاقات عند,وعندما تساءلوا عن ذلك وعن سبب عدم وجود البطاقات عند
train_005374,mister saad نهار لي تشبعوا رواحو تهدرو معانا و الفاهم يفهم و,mister [PERSON_1] نهار لي تشبعوا رواحو تهدرو معانا و الفاهم يفهم و
train_005375,و هل يا ترى الداخليه سمحت بإجراء هذا المؤتمر التحريضى على المبايعه ؟ ؟,و هل يا ترى الداخليه سمحت بإجراء هذا المؤتمر التحريضى على المبايعه ؟ ؟
train_005376,بلدنا امانة وانتوا ضيعتوها وبعدين امانة ايه في امانة بتتاخد,بلدنا امانة وانتوا ضيعتوها وبعدين امانة ايه في امانة بتتاخد
train_005377,اعوذبالله كأننا اعداء لهم والله لو تبيه يسبك قال هبي,اعوذبالله كأننا اعداء لهم والله لو تبيه يسبك قال هبي
train_005378,يارب اغرقهم بأمواج البحر كما كان في زلزال,يارب اغرقهم بأمواج البحر كما كان في زلزال
train_005379,الله يعنكم ياهل الشمال ومو عندكم بس كمان,الله يعنكم ياهل الشمال ومو عندكم بس كمان
train_005380,زحام ، ، شقق رديئة وسيئة وقذرة ، ، شوارع تعبانه,زحام ، ، شقق رديئة وسيئة وقذرة ، ، شوارع تعبانه
train_005381,وسلملي على جبر الخزاطر ابو,وسلملي على جبر الخزاطر ابو
train_005382,تعويذه قناه سمور الوحداتييه لهذه البطوله بطوله درع,تعويذه قناه سمور الوحداتييه لهذه البطوله بطوله درع
train_005383,الله يوفقهم و الله شي برفع,الله يوفقهم و الله شي برفع
train_005384,لا زعيم الا الزعيم وتستاهلون ياالزعماء والى,لا زعيم الا الزعيم وتستاهلون ياالزعماء والى
train_005385,الله يرحمه ويغفر له ويعظم اجر اهله,الله يرحمه ويغفر له ويعظم اجر اهله
train_005386,طيب والمجرم إن شاءالله مسكوه .,طيب والمجرم إن شاءالله مسكوه .
train_005387,يا مصريين من راقب الناس مات هما وهذه الحكمة تنطبق عليكم فعلا لماذا لا تنتبهون للمجهول الذي يتنظر مصر في الايام القليلة المقبلة انتم فعلا على شفة حفرة وكل يوم تاتون بباخبار الجزائر هل تعلمون ان كل الاخبار الوارة من الجزائر لا يوجد في قاموسهم شيء اسمه مصر هم يعملون لصالح بلدهم وشعبهم واخر الاخبار تقول انه بفضل حنكة سياسيها استطاعت الجزائر ان تلغي الاجراءات التي فرضتها الادارة الامريكية على الرعايا الجزائريين و تدشين اكثر من الف كلم من الطريق السيار شرق غرب اي من الحدود المغربية الى الحدود التونسية واخر الاخبار الواردة من مصر تقول انه يوجد في مصر اكثر من مليون موظف يتقاضون اكثر من مليون جنيه واكثر من 40 في المائة من الشعب المصري يعيش تحت خط الفقر كفا كم كذبا على هذا الشعب,يا مصريين من راقب الناس مات هما وهذه الحكمة تنطبق عليكم فعلا لماذا لا تنتبهون للمجهول الذي يتنظر [LOC_1] في الايام القليلة المقبلة انتم فعلا على شفة حفرة وكل يوم تاتون بباخبار [LOC_2] هل تعلمون ان كل الاخبار الوارة من [LOC_2] لا يوجد في قاموسهم شيء اسمه [LOC_1] هم يعملون لصالح بلدهم وشعبهم واخر الاخبار تقول انه بفضل حنكة سياسيها استطاعت [LOC_2] ان تلغي الاجراءات التي فرضتها [ORG_1] على الرعايا الجزائريين و تدشين اكثر من [NUM_1] كلم من الطريق السيار شرق غرب اي من الحدود المغربية الى الحدود التونسية واخر الاخبار الواردة من [LOC_1] تقول انه يوجد في [LOC_1] اكثر من [NUM_2] موظف يتقاضون اكثر من [NUM_2] جنيه واكثر من [NUM_3] في المائة من الشعب المصري يعيش تحت خط الفقر كفا كم كذبا على هذا الشعب
train_005388,واللجان التي تدير دفت الكوره السعوديه قد اكل عليها,واللجان التي تدير دفت الكوره السعوديه قد اكل عليها
train_005389,جميل فضاء الصفحة هذا اليوم فقد جمع الورود حول الزهرة وغابت الاشواك (,جميل فضاء الصفحة هذا اليوم فقد جمع الورود حول الزهرة وغابت الاشواك (
train_005390,والله حلم ، يجب اختصار الوقت والمصاريف على اشي فاضي ، ليس هكذا ترد الابل . والسؤال ايهما افضل الفلسطينين الذين تحت الحكم الاسرائيلي الاْن ام من هم تحت حكم السلطه الفلسطينيه . يترك التعبير بصراحه لهؤلاء المواطنين . ويكفي هراء وكلام بالهواء . يجب معرفة كيفية اعلان الدوله وما يسبق كل ذلك,والله حلم ، يجب اختصار الوقت والمصاريف على اشي فاضي ، ليس هكذا ترد الابل . والسؤال ايهما افضل الفلسطينين الذين تحت الحكم الاسرائيلي الاْن ام من هم تحت حكم [ORG_1] . يترك التعبير بصراحه لهؤلاء المواطنين . ويكفي هراء وكلام بالهواء . يجب معرفة كيفية اعلان الدوله وما يسبق كل ذلك
train_005391,حلوة الجهود يارب اجعل هالمدرسة من نصيبي,حلوة الجهود يارب اجعل هالمدرسة من نصيبي
train_005392,ضحك على الدقون 00 الهلال نادي القرن وهو لم يتاسس الا في السبعينات الهجريه يعني عمره لا يتجاوز 55 سنه او اقل ! ! ! اتعجب منه وهناك انديه فالعالم لها 150 و 200 سنه 00 تقييمه نادي القرن ماهو رسمي تقييم مجله رياضيه 0 ياناس لا تطيرون فالتطبيل وركز علىالبطولات امجاد العرب ما نفعتنا فالعصر الحديث,ضحك على الدقون 00 [ORG_1] نادي القرن وهو لم يتاسس الا في السبعينات الهجريه يعني عمره لا يتجاوز [NUM_1] سنه او اقل ! ! ! اتعجب منه وهناك انديه فالعالم لها [NUM_2] و [NUM_3] سنه 00 تقييمه نادي القرن ماهو رسمي تقييم مجله رياضيه 0 ياناس لا تطيرون فالتطبيل وركز علىالبطولات امجاد العرب ما نفعتنا فالعصر الحديث
train_005393,* التشكيله المناسبه من اول المباره والتبديلات الموفقه وحسب المعطيات في,* التشكيله المناسبه من اول المباره والتبديلات الموفقه وحسب المعطيات في
train_005394,كثر ة التعليقات على موضوع فاضى يدل هلى ان الناس دى فاضيه مش لاقيه حاجه تشغلها ومع ذلك عجبنى التعليق رقم 4 ( شغل 3 ابتدائى,كثر ة التعليقات على موضوع فاضى يدل هلى ان الناس دى فاضيه مش لاقيه حاجه تشغلها ومع ذلك عجبنى التعليق رقم [NUM_1] ( شغل [NUM_2] ابتدائى
train_005395,ياخي هالنظام بالعكس بيضرنا ماهو نافعنا مثل,ياخي هالنظام بالعكس بيضرنا ماهو نافعنا مثل
train_005396,ليه كلفت على انفسكم واجتمعتو .,ليه كلفت على انفسكم واجتمعتو .
train_005397,فعلاً بلدنا أمانة فرطوا فيها بتوع الحزب الغير وطنى وأصبحت نهيبة فى إيديهم و ربنا ييسر والناس تصحى أكتر وأكتر ، عموماً عجلة الحرية دارت و بإذن الله مش هتقف إلا لما الشعب يتخلص من اللصوص و حرامية الحزب الغير وطني على أيدي شرفاء مصر وتعود الكرامة للمصري ويعود زعيماً للعرب بعد أن أصبح مكروهاً من جميع,فعلاً بلدنا أمانة فرطوا فيها بتوع [ORG_1] الغير وطنى وأصبحت نهيبة فى إيديهم و ربنا ييسر والناس تصحى أكتر وأكتر ، عموماً عجلة الحرية دارت و بإذن الله مش هتقف إلا لما الشعب يتخلص من اللصوص و حرامية [ORG_1] الغير وطني على أيدي شرفاء [LOC_1] وتعود الكرامة للمصري ويعود زعيماً للعرب بعد أن أصبح مكروهاً من جميع
train_005398,اولا اود ان ابدي اعجابي بنهج سيادتكم و وفق اللة,اولا اود ان ابدي اعجابي بنهج سيادتكم و وفق اللة
train_005399,واحد مع خطيبته والدبله باينه وشباب وبنات اصدقائهم بيضحكوا عادى مفهاش حاجه وصوره شرطه بيبصوا ع النيل فين التحرش ده ! ! ! فى بعض السذاجه فى الموضوع ده كأن فى نقص اخبار وبتخلقوا اى خبر واللى بيقول البنات اللى بيعملوا كده وبيسببوا للشباب كذا وكذا اولا البنات لازم تحترم نفسها ثانيا انت بتبص ليه اصلا مادام حاجه شايفها غلط انت بتبص وتتحرش ليه السبب الرئيسي فيك انت لكن نجاسات وشهوات الانسان هو السبب والدليل فى السبعينات كان البنات كلهم بالميني جيب كمان من بنطلون ومكانش بيحصل تحرش ولا نص اللى بيحصل دلوقت لكن المشكله الاخلاق اللى بقت فى الضياع وبيعلق الشماعه ع البنات شايف منظر مش عاجبك متبصش وبص بعيد وخليك انت خايف من ربنا وبالنسبه للبنات لو شايفه لبسك تسبب عثره لغيرك بلاش منه احسن و انت بلا عذر ايها,واحد مع خطيبته والدبله باينه وشباب وبنات اصدقائهم بيضحكوا عادى مفهاش حاجه وصوره شرطه بيبصوا ع [LOC_1] فين التحرش ده ! ! ! فى بعض السذاجه فى الموضوع ده كأن فى نقص اخبار وبتخلقوا اى خبر واللى بيقول البنات اللى بيعملوا كده وبيسببوا للشباب كذا وكذا اولا البنات لازم تحترم نفسها ثانيا انت بتبص ليه اصلا مادام حاجه شايفها غلط انت بتبص وتتحرش ليه السبب الرئيسي فيك انت لكن نجاسات وشهوات الانسان هو السبب والدليل فى السبعينات كان البنات كلهم بالميني جيب كمان من بنطلون ومكانش بيحصل تحرش ولا نص اللى بيحصل دلوقت لكن المشكله الاخلاق اللى بقت فى الضياع وبيعلق الشماعه ع البنات شايف منظر مش عاجبك متبصش وبص بعيد وخليك انت خايف من ربنا وبالنسبه للبنات لو شايفه لبسك تسبب عثره لغيرك بلاش منه احسن و انت بلا عذر ايها
train_005400,خليتوا اللي يسوي واللي مايسواش يتكلم,خليتوا اللي يسوي واللي مايسواش يتكلم
train_005401,يعني يا الشباب طلب يا الفيصلي عرض اللعيبة مقابل ان ياخذوا لاعب / لعيبة مقابلهم,يعني يا [ORG_1] طلب يا [ORG_2] عرض اللعيبة مقابل ان ياخذوا لاعب / لعيبة مقابلهم
train_005402,اللى مايعلموش الايام والليالى يعلموة ولاد ال 0000000 والتؤم ولاد 00 يستاهلو انك تكمل معاهم وكله خارج من سيفون الاهلى مجارىويلا خلوها 00000000 يازبالك ه,اللى مايعلموش الايام والليالى يعلموة ولاد ال 0000000 والتؤم ولاد 00 يستاهلو انك تكمل معاهم وكله خارج من سيفون [ORG_1] مجارىويلا خلوها 00000000 يازبالك ه
train_005403,العدل الذي نفاه الله في نهاية الآية الكريمة مقصود به المشاعر القلبية التي لا يد للإنسان فيها .,العدل الذي نفاه الله في نهاية الآية الكريمة مقصود به المشاعر القلبية التي لا يد للإنسان فيها .
train_005404,مع هيك ( مهما وقفه الناس والزمان ضيدي فسابقى وحداتي احب التحدي,مع هيك ( مهما وقفه الناس والزمان ضيدي فسابقى وحداتي احب التحدي
train_005405,سفطك تحت جناحه بعد ما طقوك السنة اللي,سفطك تحت جناحه بعد ما طقوك السنة اللي
train_005406,7 - لو قال مافيش سلاح مكن يكون مالقاش المكان اللى فيه سلاح لكن يقول مفيش و بعدين يقول فيه و يطلع ان مافيش دى جريمة و بالادلة و,[NUM_1] - لو قال مافيش سلاح مكن يكون مالقاش المكان اللى فيه سلاح لكن يقول مفيش و بعدين يقول فيه و يطلع ان مافيش دى جريمة و بالادلة و
train_005407,لاعبوا الوحدات كبار حتى ناشيئينهم,لاعبوا [ORG_1] كبار حتى ناشيئينهم
train_005408,معرفش ان كان دة حقيقى ولا اية لكن لو الكلام ده صحيح يبقى البدرى مايستاهلش يبقى مدير فنى للنادى الاهلى يابنى الحضرى بقى مثير للمشاكل في كل مكان بصرف النظر عن موقف الجماهير ثعبان قرصنى اول ما اشوفوا تانى مش احرص منه لأ ادهسة,معرفش ان كان دة حقيقى ولا اية لكن لو الكلام ده صحيح يبقى [PERSON_1] مايستاهلش يبقى مدير فنى ل[ORG_1] يابنى [PERSON_2] بقى مثير للمشاكل في كل مكان بصرف النظر عن موقف الجماهير ثعبان قرصنى اول ما اشوفوا تانى مش احرص منه لأ ادهسة
train_005409,اتوقع تأهل نصراوي ان شاء الله بفوز نصراوي قوي أو ضربات,اتوقع تأهل نصراوي ان شاء الله بفوز نصراوي قوي أو ضربات
train_005410,"يمارس بعض ذوي النوايا السيئة هواية الكذب ليصلوا لهدفهم . . . و عند البعض فالغناء و المغنيين كلهم في كفة واحدة تساوي كفة الشياطين . . . و مع "" عدم "" إحترامي لهم . . . لكن عندما جاؤوا للسيدة فيروز , لم يجدو عري أو إبتذال ليدينوها . . . ما وجدا إلا دينها و انطلقوا منه ليألفو الرواية الكاذبة عن انتمائها السياسي و قصة الدعم المالي لحزب ما . . . اتركوا فيروز تغني لنا . . . فهي من قلة قليلة ترسم في قلوبنا ابتسامة و فرحة . . . اتركوها لنا . . أما عند كل منعطف و كل خبر . . ينط النطاطون . . ليتاجروا باسم فلسطين و الأقصى . . . أقول لهم : استريحوا بعيدا عن فيروز , و هذه فلسطين امامكم . . . فلتفعلوا و لتسعوا و ارحمونا من التنظير . .","يمارس بعض ذوي النوايا السيئة هواية الكذب ليصلوا لهدفهم . . . و عند البعض فالغناء و المغنيين كلهم في كفة واحدة تساوي كفة الشياطين . . . و مع "" عدم "" إحترامي لهم . . . لكن عندما جاؤوا للسيدة [PERSON_1] , لم يجدو عري أو إبتذال ليدينوها . . . ما وجدا إلا دينها و انطلقوا منه ليألفو الرواية الكاذبة عن انتمائها السياسي و قصة الدعم المالي لحزب ما . . . اتركوا [PERSON_1] تغني لنا . . . فهي من قلة قليلة ترسم في قلوبنا ابتسامة و فرحة . . . اتركوها لنا . . أما عند كل منعطف و كل خبر . . ينط النطاطون . . ليتاجروا باسم [LOC_1] و [LOC_2] . . . أقول لهم : استريحوا بعيدا عن [PERSON_1] , و هذه [LOC_1] امامكم . . . فلتفعلوا و لتسعوا و ارحمونا من التنظير . ."
train_005411,إنا سنمضي عنك لن نبقى هنا,إنا سنمضي عنك لن نبقى هنا
train_005412,نظيف اليد نقي السريرة اردني عتيق كعتق شجر الزيتون بسهول كفرسوم وحرثا ، هذا الكلام اللي لازم ينقال وينسمع ، كلام العقال والوطنيين المخلصين ، الله يعطيك الصحة والعافية يا ابو,نظيف اليد نقي السريرة اردني عتيق كعتق شجر الزيتون بسهول [LOC_1] و[LOC_2] ، هذا الكلام اللي لازم ينقال وينسمع ، كلام العقال والوطنيين المخلصين ، الله يعطيك الصحة والعافية يا ابو
train_005413,لماذا نسمح ببيع الدخان ايضا ؟,لماذا نسمح ببيع الدخان ايضا ؟
train_005414,وأعتقد ان الضرر لا نرضاه لأهل حينا ولا لغيرنا من الأحياء فيجب إبعاد أماكن التفريغ عن داخل المدينة والمناطق السكنية,وأعتقد ان الضرر لا نرضاه لأهل حينا ولا لغيرنا من الأحياء فيجب إبعاد أماكن التفريغ عن داخل المدينة والمناطق السكنية
train_005415,في البلدان الأوروبية يتمنون المطر يوقف من كثر ماا,في البلدان الأوروبية يتمنون المطر يوقف من كثر ماا
train_005416,واخشى بعدين تقولون هذا ماهو تاجر ولا ثري فهو غير متكافي النسب مع العائلة التي يناسبها .,واخشى بعدين تقولون هذا ماهو تاجر ولا ثري فهو غير متكافي النسب مع العائلة التي يناسبها .
train_005417,تحيه وحداتييه للمبدع خالد الخطاطبه على هذه الاخبار الخفيفه على الروح الممتعه للقراءه المفرحه للمتابعه والى,تحيه وحداتييه للمبدع [PERSON_1] على هذه الاخبار الخفيفه على الروح الممتعه للقراءه المفرحه للمتابعه والى
train_005418,كتبت فابدعت الى الامام ايها الكاتب الكبير,كتبت فابدعت الى الامام ايها الكاتب الكبير
train_005419,و أخيرآ أدعو الله أن يوفقكم فى إستكمال مسيرتكم الغراء دفاعآ عن الحقوق الضائعه لى و لكل صاحب حق ضائع من عملاء هذه الشركه ممن له نفس مشكلتى و ينتظر حكم القضاء ، و حقآ لن يضيع حق ’ وارءه مطالب,و أخيرآ أدعو الله أن يوفقكم فى إستكمال مسيرتكم الغراء دفاعآ عن الحقوق الضائعه لى و لكل صاحب حق ضائع من عملاء هذه الشركه ممن له نفس مشكلتى و ينتظر حكم القضاء ، و حقآ لن يضيع حق ’ وارءه مطالب
train_005420,أعوذ بالله ، كل هذه فوائض ! ! لا وما هم,أعوذ بالله ، كل هذه فوائض ! ! لا وما هم
train_005421,مش عارف ليش الناس بالزرقاء معظمهم عصبيين نفسي ارحل مش قادر,مش عارف ليش الناس ب[LOC_1] معظمهم عصبيين نفسي ارحل مش قادر
train_005422,صدقا غير يطلع جيل فاشل لأبعد,صدقا غير يطلع جيل فاشل لأبعد
train_005423,مصر كلها لها حق عندة ياريت يكون فى المرض,[LOC_1] كلها لها حق عندة ياريت يكون فى المرض
train_005424,الك الله والضمان الاجتماعي والله يرزقك والله مثلك مثايل وكتار الي زيك اشتغلي وعيني حالك انتي واولادك ولا تسنيي صدقه من حدا بعدين الله بيرزق الايتام,الك الله و[ORG_1] والله يرزقك والله مثلك مثايل وكتار الي زيك اشتغلي وعيني حالك انتي واولادك ولا تسنيي صدقه من حدا بعدين الله بيرزق الايتام
train_005425,ومن متى الشورى اقرت شيء من مصلحة المواطن ؟ الله يرحم الحال بس ( وكفى بالله حسيبا,ومن متى [ORG_1] اقرت شيء من مصلحة المواطن ؟ الله يرحم الحال بس ( وكفى بالله حسيبا
train_005426,كفاية ياعم محمود الناس جعانة شوف الاهم بلاش,كفاية ياعم [PERSON_1] الناس جعانة شوف الاهم بلاش
train_005427,- سلم سلم سلامات لعامر شفيع . . والف لاباس عليك يا حارس منتخبنا وما تشوف شر . . وانشالله تقوم بالسلامة عن,- سلم سلم سلامات ل[PERSON_1] . . والف لاباس عليك يا حارس منتخبنا وما تشوف شر . . وانشالله تقوم بالسلامة عن
train_005428,يوسف تميمي والله أنك ماتدري وين الله حاطك ؟,[PERSON_1] [PERSON_2] والله أنك ماتدري وين الله حاطك ؟
train_005429,ولا بس لما سمعوا كلينتون تدعوا اسرائيل لفك الحصار صاروا بدهم يكسروا الحصار ؟ ؟,ولا بس لما سمعوا [PERSON_1] تدعوا [LOC_1] لفك الحصار صاروا بدهم يكسروا الحصار ؟ ؟
