id,Usage,original_text,masked_text,mask_spans_json
test_000265,Private,مبروك للوحدات وحظا طيبا للرمثا في قادم المواعيد,مبروك ل[ORG_1] وحظا طيبا ل[ORG_2] في قادم المواعيد,"[{""start"": 7, ""end"": 13, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""لوحدات"", ""mask_type"": ""ORG""}, {""start"": 25, ""end"": 30, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""لرمثا"", ""mask_type"": ""ORG""}]"
test_000270,Private,شكراً لكم على النصيحة الغالية . . . أنا كمان كنت ناوي انزل عالاردن بالصيف أغير جو هناك ! ! بس على هيك وضع شكلو لا في تغير جو ولا ما يحزنون ! ! بس تفضاية جيب !,شكراً لكم على النصيحة الغالية . . . أنا كمان كنت ناوي انزل عال[LOC_1] بالصيف أغير جو هناك ! ! بس على هيك وضع شكلو لا في تغير جو ولا ما يحزنون ! ! بس تفضاية جيب !,"[{""start"": 62, ""end"": 66, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""اردن"", ""mask_type"": ""LOC""}]"
test_000271,Private,وبيحبها جدا وبيروح الجزائر شهر كل صيف ويقضى هذا الشهر مع اهل مراته وبيحبوه جدا وهو بيحبهم,وبيحبها جدا وبيروح [LOC_1] شهر كل صيف ويقضى هذا الشهر مع اهل مراته وبيحبوه جدا وهو بيحبهم,"[{""start"": 19, ""end"": 26, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الجزائر"", ""mask_type"": ""LOC""}]"
test_000273,Private,مش شرط يا اخوي يا عزيزي ان يشجع مثلا جمهور الفيصلي الوحدات خارجيا او العكس فهذا الامر طبيعي وفي كل بلاد العالم وابرز مثال جمهور ايسي ميلان وانتر ميلان لكن المهم الروح,مش شرط يا اخوي يا عزيزي ان يشجع مثلا جمهور [ORG_1] [ORG_2] خارجيا او العكس فهذا الامر طبيعي وفي كل بلاد العالم وابرز مثال جمهور [ORG_3] و[ORG_4] لكن المهم الروح,"[{""start"": 43, ""end"": 50, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الفيصلي"", ""mask_type"": ""ORG""}, {""start"": 51, ""end"": 58, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""الوحدات"", ""mask_type"": ""ORG""}, {""start"": 128, ""end"": 138, ""placeholder"": ""[ORG_3]"", ""surface_form"": ""ايسي ميلان"", ""mask_type"": ""ORG""}, {""start"": 140, ""end"": 150, ""placeholder"": ""[ORG_4]"", ""surface_form"": ""انتر ميلان"", ""mask_type"": ""ORG""}]"
test_000274,Private,صاحب التعليق رقم ( 269 ) والله انك صادق انا عشت في الجنوب 5 سنوات بحكم العمل . . . صحيح عندهم لفظة ( فيضي,صاحب التعليق رقم ( [NUM_1] ) والله انك صادق انا عشت في [LOC_1] [NUM_2] سنوات بحكم العمل . . . صحيح عندهم لفظة ( فيضي,"[{""start"": 19, ""end"": 22, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""269"", ""mask_type"": ""NUM""}, {""start"": 51, ""end"": 57, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الجنوب"", ""mask_type"": ""LOC""}, {""start"": 58, ""end"": 59, ""placeholder"": ""[NUM_2]"", ""surface_form"": ""5"", ""mask_type"": ""NUM""}]"
test_000275,Private,كأس العالم هذه السنه نار مولع من البدايه واليوم رايح الحياه والمتعه تعود لكأس العالم وتوقعاتي الجهنميه ستعود من جديد الى شاشه الغد اعتبارا من اليوم وسترون بأم اعينكم كيف هي,كأس العالم هذه السنه نار مولع من البدايه واليوم رايح الحياه والمتعه تعود لكأس العالم وتوقعاتي الجهنميه ستعود من جديد الى شاشه [ORG_1] اعتبارا من اليوم وسترون بأم اعينكم كيف هي,"[{""start"": 126, ""end"": 130, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الغد"", ""mask_type"": ""ORG""}]"
test_000276,Private,مرتضى منصور _ استاذ_ لانه عرف يقول كل الى عنده وبكل هدوء فى وقت كانت ردود شوبير الغير مقنعه والمستفزه احيانا وعرف كمان يغلطه ادام العالم ويجيب الحق ليه قبل ما يمشى لا بجد,[PERSON_1] _ استاذ_ لانه عرف يقول كل الى عنده وبكل هدوء فى وقت كانت ردود [PERSON_2] الغير مقنعه والمستفزه احيانا وعرف كمان يغلطه ادام العالم ويجيب الحق ليه قبل ما يمشى لا بجد,"[{""start"": 0, ""end"": 11, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""مرتضى منصور"", ""mask_type"": ""PERSON""}, {""start"": 74, ""end"": 79, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""شوبير"", ""mask_type"": ""PERSON""}]"
test_000277,Private,طبيعى جدا ان يحب الزمالكاوية حسام قليل الادب وهيما البلطجى ومرتضى السافل وابراهيم سعيد المتخلف ومدحت عبد الهادى الزبالة وشيكا مشاكل وميدو خناقات اظن عرفتوا يعنى اية زمالك انشر يا,طبيعى جدا ان يحب الزمالكاوية [PERSON_1] قليل الادب و[PERSON_2] البلطجى و[PERSON_3] السافل و[PERSON_4] المتخلف و[PERSON_5] الزبالة و[PERSON_6] مشاكل و[PERSON_7] خناقات اظن عرفتوا يعنى اية زمالك انشر يا,"[{""start"": 29, ""end"": 33, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""حسام"", ""mask_type"": ""PERSON""}, {""start"": 46, ""end"": 50, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""هيما"", ""mask_type"": ""PERSON""}, {""start"": 60, ""end"": 65, ""placeholder"": ""[PERSON_3]"", ""surface_form"": ""مرتضى"", ""mask_type"": ""PERSON""}, {""start"": 74, ""end"": 86, ""placeholder"": ""[PERSON_4]"", ""surface_form"": ""ابراهيم سعيد"", ""mask_type"": ""PERSON""}, {""start"": 96, ""end"": 111, ""placeholder"": ""[PERSON_5]"", ""surface_form"": ""مدحت عبد الهادى"", ""mask_type"": ""PERSON""}, {""start"": 121, ""end"": 125, ""placeholder"": ""[PERSON_6]"", ""surface_form"": ""شيكا"", ""mask_type"": ""PERSON""}, {""start"": 133, ""end"": 137, ""placeholder"": ""[PERSON_7]"", ""surface_form"": ""ميدو"", ""mask_type"": ""PERSON""}]"
test_000278,Private,الوحدات في اخر خمس مواسم احرز بطوله الدوري اربع مرات ( منها ثلاث سنوات متتاليه ) و لكنه ابدا لم يحرز الدوري لخمس سنوات متتاليه الا اذا اعتبرت انت ان نادي شباب الاردن هو نادي الوحدات,[ORG_1] في اخر خمس مواسم احرز بطوله الدوري اربع مرات ( منها ثلاث سنوات متتاليه ) و لكنه ابدا لم يحرز الدوري لخمس سنوات متتاليه الا اذا اعتبرت انت ان نادي [ORG_2] هو نادي [ORG_1],"[{""start"": 0, ""end"": 7, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الوحدات"", ""mask_type"": ""ORG""}, {""start"": 154, ""end"": 165, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""شباب الاردن"", ""mask_type"": ""ORG""}, {""start"": 174, ""end"": 181, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الوحدات"", ""mask_type"": ""ORG""}]"
test_000281,Private,المدرب فاشل الشرميطي وابو شروان على والمشعل البعيد عن المباريات اساسي ؟ ؟,المدرب فاشل [PERSON_1] و[PERSON_2] على و[PERSON_3] البعيد عن المباريات اساسي ؟ ؟,"[{""start"": 12, ""end"": 20, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""الشرميطي"", ""mask_type"": ""PERSON""}, {""start"": 22, ""end"": 31, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""ابو شروان"", ""mask_type"": ""PERSON""}, {""start"": 37, ""end"": 43, ""placeholder"": ""[PERSON_3]"", ""surface_form"": ""المشعل"", ""mask_type"": ""PERSON""}]"
test_000285,Private,بالتوفيق لنادي الشباب وكل الشكر لرئيس نادي الهلال وربي كفو وفوق مستوى سطحيات العقول وأجسام العجول . . !,بالتوفيق لنادي [ORG_1] وكل الشكر لرئيس نادي [ORG_2] وربي كفو وفوق مستوى سطحيات العقول وأجسام العجول . . !,"[{""start"": 15, ""end"": 21, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الشباب"", ""mask_type"": ""ORG""}, {""start"": 43, ""end"": 49, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""الهلال"", ""mask_type"": ""ORG""}]"
test_000286,Private,اذن رئيس لسانة زفر ومرتزقة طيارين وخبراء دفاع جوى بجانب جيش عائد لتوة من ميادين القتال كنت عاوزنا ننتظر حتى يعتدى علينا المرتزقة كمان واللا ندمر لة المعدات والاسلحة والطيارات على الارض قبل مايطير بيها المرتزقة ولعلمك هو رجع الان لموضوع المرتوزقة وعلشان كدة اتجرأ على الصيادين وباءذن اللة نهبدة علقة تانية ندمر لة جعبوب والعضم والجفرة وتفر منة شركات البترول من برقة . ( كل ماتقلوا ادبكوا هانضربكوا ياقحف,اذن رئيس لسانة زفر ومرتزقة طيارين وخبراء دفاع جوى بجانب جيش عائد لتوة من ميادين القتال كنت عاوزنا ننتظر حتى يعتدى علينا المرتزقة كمان واللا ندمر لة المعدات والاسلحة والطيارات على الارض قبل مايطير بيها المرتزقة ولعلمك هو رجع الان لموضوع المرتوزقة وعلشان كدة اتجرأ على الصيادين وباءذن اللة نهبدة علقة تانية ندمر لة جعبوب والعضم والجفرة وتفر منة شركات البترول من [LOC_1] . ( كل ماتقلوا ادبكوا هانضربكوا ياقحف,"[{""start"": 360, ""end"": 364, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""برقة"", ""mask_type"": ""LOC""}]"
test_000290,Private,"للاسف يا سعادة النقيب كله كلام فاظي , والنقابه شريك رئيسي في الوضع المتردي الذي وصل اليه التمريض الان , لو تهمكم مصلحه اعضائكم امنعو التدريب في وزارة الصحه حتى تجبروا الوزارة على التعين وامنعو الممرضات الفلبينيات الي معبيات","للاسف يا سعادة النقيب كله كلام فاظي , والنقابه شريك رئيسي في الوضع المتردي الذي وصل اليه التمريض الان , لو تهمكم مصلحه اعضائكم امنعو التدريب في [ORG_1] حتى تجبروا الوزارة على التعين وامنعو الممرضات الفلبينيات الي معبيات","[{""start"": 144, ""end"": 155, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""وزارة الصحه"", ""mask_type"": ""ORG""}]"
test_000292,Private,وقع حادث تصادم في الساعات الأولى من صباح الجمعة بين قطار الركاب رقم 518 والقادم من الإسكندرية في طريقه إلى المنصورة وأحد القطارات الحربية بالقرب من مدينة دمنهور,وقع حادث تصادم في [TIME_1] من [DATE_1] بين قطار الركاب رقم [ID_1] والقادم من [LOC_1] في طريقه إلى [LOC_2] وأحد القطارات الحربية بالقرب من مدينة [LOC_3],"[{""start"": 18, ""end"": 32, ""placeholder"": ""[TIME_1]"", ""surface_form"": ""الساعات الأولى"", ""mask_type"": ""TIME""}, {""start"": 36, ""end"": 47, ""placeholder"": ""[DATE_1]"", ""surface_form"": ""صباح الجمعة"", ""mask_type"": ""DATE""}, {""start"": 68, ""end"": 71, ""placeholder"": ""[ID_1]"", ""surface_form"": ""518"", ""mask_type"": ""ID""}, {""start"": 83, ""end"": 93, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الإسكندرية"", ""mask_type"": ""LOC""}, {""start"": 107, ""end"": 115, ""placeholder"": ""[LOC_2]"", ""surface_form"": ""المنصورة"", ""mask_type"": ""LOC""}, {""start"": 154, ""end"": 160, ""placeholder"": ""[LOC_3]"", ""surface_form"": ""دمنهور"", ""mask_type"": ""LOC""}]"
test_000295,Private,"يا اخوان انا عايش في امريكا و البنزين نزل 3 . 5 % و احنا في بلادنا برفعو والله حرام , على اساس انو حررو الاسعار , بدهم يغنو على ظهر الشعب","يا اخوان انا عايش في [LOC_1] و البنزين نزل [NUM_1] . [NUM_2] % و احنا في بلادنا برفعو والله حرام , على اساس انو حررو الاسعار , بدهم يغنو على ظهر الشعب","[{""start"": 21, ""end"": 27, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""امريكا"", ""mask_type"": ""LOC""}, {""start"": 42, ""end"": 43, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""3"", ""mask_type"": ""NUM""}, {""start"": 46, ""end"": 47, ""placeholder"": ""[NUM_2]"", ""surface_form"": ""5"", ""mask_type"": ""NUM""}]"
test_000297,Private,وقال رئيس جمعية تجار الاسمنت منصور البنا : ( أن سوق العقار تعاني ركودا أدى الى تراجع الطلب على مادة الاسمنت .,وقال رئيس جمعية تجار الاسمنت [PERSON_1] : ( أن سوق العقار تعاني ركودا أدى الى تراجع الطلب على مادة الاسمنت .,"[{""start"": 29, ""end"": 40, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""منصور البنا"", ""mask_type"": ""PERSON""}]"
test_000299,Private,شكرا يالجنة الانحطاط . . . ياله يانصر اضرب وكسر فأنت في رعاية لجنة,شكرا يالجنة الانحطاط . . . ياله يا[ORG_1] اضرب وكسر فأنت في رعاية لجنة,"[{""start"": 34, ""end"": 37, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""نصر"", ""mask_type"": ""ORG""}]"
test_000300,Private,رأفت ما بستغني عن الوحدات ولا الوحدات بستغني,[PERSON_1] ما بستغني عن [ORG_1] ولا [ORG_1] بستغني,"[{""start"": 0, ""end"": 4, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""رأفت"", ""mask_type"": ""PERSON""}, {""start"": 18, ""end"": 25, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الوحدات"", ""mask_type"": ""ORG""}, {""start"": 30, ""end"": 37, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الوحدات"", ""mask_type"": ""ORG""}]"
test_000302,Private,حساب الإجازة كوم ومصروف البنزين كوم تاني - يا حكومة ارحمينا صرنا نتغرب بس عشان ندفع مصاريف البنزين وخصوصا انو المصاريف زادت على الأهل ونحن من يجب ان يدفع الفرق - ادعوا جميع النقابات بإيقاف الحكومة عند حدها فكل رئيس حكومة يأتي يحاول حل مشاكل حكومة على حساب الشعب والشعب خلص فلس ما عندو اشي و 2 % وهم اصحاب الأراضي معاهم كل,حساب الإجازة كوم ومصروف البنزين كوم تاني - يا حكومة ارحمينا صرنا نتغرب بس عشان ندفع مصاريف البنزين وخصوصا انو المصاريف زادت على الأهل ونحن من يجب ان يدفع الفرق - ادعوا جميع النقابات بإيقاف الحكومة عند حدها فكل رئيس حكومة يأتي يحاول حل مشاكل حكومة على حساب الشعب والشعب خلص فلس ما عندو اشي و [NUM_1] % وهم اصحاب الأراضي معاهم كل,"[{""start"": 291, ""end"": 292, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""2"", ""mask_type"": ""NUM""}]"
test_000303,Private,الى الاخ العزيز سمور سلم سلامات بنصحك لا تعلق أمالك على أحلام اليقضه وبعض المنامات وسلم سلامات الكاس للفيصلي مش,الى الاخ العزيز [PERSON_1] سلم سلامات بنصحك لا تعلق أمالك على أحلام اليقضه وبعض المنامات وسلم سلامات الكاس ل[ORG_1] مش,"[{""start"": 16, ""end"": 20, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""سمور"", ""mask_type"": ""PERSON""}, {""start"": 102, ""end"": 108, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""لفيصلي"", ""mask_type"": ""ORG""}]"
test_000304,Private,قبل يومين حوكم قاتل قام بحرق فتاه والمشي في جنازتها وتقبل العزاء فيها ، حُكم عليه ب 15 سنة ، وهذا الشخص لم يقتل بل قام بالجريمة برضا المتهمة وحُكم عليه 6 سنوات - أنا مش شايف انه الأحكام متناسبة مع نوع الجرائم / اذا في محامي يفهمنا - أيضاً اقترح محاكمة الأهل على تقصيرهم في رعاية البنت ومحاكمة الفتاه على ما فعلت بعد بلوغها ال 18 من العمر باعتبارها أصبحت مسؤولة عن أفعالها - وهذه نهاية متوقعة لمثل هيك علاقة تبدأ بالهاتف وتنتهي بالخلوة المحرمة - اللهم عافنا واستر علينا,قبل [DATE_1] حوكم قاتل قام بحرق فتاه والمشي في جنازتها وتقبل العزاء فيها ، حُكم عليه ب [NUM_1] سنة ، وهذا الشخص لم يقتل بل قام بالجريمة برضا المتهمة وحُكم عليه [NUM_2] سنوات - أنا مش شايف انه الأحكام متناسبة مع نوع الجرائم / اذا في محامي يفهمنا - أيضاً اقترح محاكمة الأهل على تقصيرهم في رعاية البنت ومحاكمة الفتاه على ما فعلت بعد بلوغها ال [NUM_3] من العمر باعتبارها أصبحت مسؤولة عن أفعالها - وهذه نهاية متوقعة لمثل هيك علاقة تبدأ بالهاتف وتنتهي بالخلوة المحرمة - اللهم عافنا واستر علينا,"[{""start"": 4, ""end"": 9, ""placeholder"": ""[DATE_1]"", ""surface_form"": ""يومين"", ""mask_type"": ""DATE""}, {""start"": 84, ""end"": 86, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""15"", ""mask_type"": ""NUM""}, {""start"": 152, ""end"": 153, ""placeholder"": ""[NUM_2]"", ""surface_form"": ""6"", ""mask_type"": ""NUM""}, {""start"": 326, ""end"": 328, ""placeholder"": ""[NUM_3]"", ""surface_form"": ""18"", ""mask_type"": ""NUM""}]"
test_000305,Private,والصيف جاء عندنا والاعراس كثيره والذهب عندنا مرتفع سعره ولكن عنا في الاردن موجود حل العروس وهي مصموده تجد في يدها ست اساور وحلق جنزير اخر موديل وسنسال من العيار الثقيل وفي الاخر نتفاجأ هذا الذهب مع ارتفاع الاسعار وعند الصبحيه نكتشف ان الذهب من النوع ( الروسي ) حتى الذهب الروسي اكتسح السوق,والصيف جاء عندنا والاعراس كثيره والذهب عندنا مرتفع سعره ولكن عنا في [LOC_1] موجود حل العروس وهي مصموده تجد في يدها ست اساور وحلق جنزير اخر موديل وسنسال من العيار الثقيل وفي الاخر نتفاجأ هذا الذهب مع ارتفاع الاسعار وعند الصبحيه نكتشف ان الذهب من النوع ( الروسي ) حتى الذهب الروسي اكتسح السوق,"[{""start"": 68, ""end"": 74, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الاردن"", ""mask_type"": ""LOC""}]"
test_000306,Private,وحظ الوحدات انه يقع في البطولات العربيه في مجموعات ناريه وفرق محترفه تغط باللاعبيين البرازليين والمهره,وحظ [ORG_1] انه يقع في البطولات [ORG_2] في مجموعات ناريه وفرق محترفه تغط باللاعبيين البرازليين والمهره,"[{""start"": 4, ""end"": 11, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الوحدات"", ""mask_type"": ""ORG""}, {""start"": 32, ""end"": 39, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""العربيه"", ""mask_type"": ""ORG""}]"
test_000309,Private,گل واحد ابنه بجيب بالتوجيهي 50 روح ادرس باوكرانيا بابا وتعالي,گل واحد ابنه بجيب بالتوجيهي [NUM_1] روح ادرس ب[LOC_1] بابا وتعالي,"[{""start"": 28, ""end"": 30, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""50"", ""mask_type"": ""NUM""}, {""start"": 41, ""end"": 49, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""اوكرانيا"", ""mask_type"": ""LOC""}]"
test_000310,Private,هذا الرجل مظبط رئيس مجلس الوزراء ولو اشتغلتم فى الصرف الصحى سوف تعلمون ان رؤساء الشركات القابضة المجارى و المياة يرسلون لهذا الرجل عبد القوى مليارات كل,هذا الرجل مظبط رئيس مجلس الوزراء ولو اشتغلتم فى الصرف الصحى سوف تعلمون ان رؤساء الشركات القابضة المجارى و المياة يرسلون لهذا الرجل [PERSON_1] مليارات كل,"[{""start"": 131, ""end"": 140, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""عبد القوى"", ""mask_type"": ""PERSON""}]"
test_000312,Private,أهم شي محمد العيسى موجود _تمثيلة,أهم شي [PERSON_1] [PERSON_2] موجود _تمثيلة,"[{""start"": 7, ""end"": 11, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""محمد"", ""mask_type"": ""PERSON""}, {""start"": 12, ""end"": 18, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""العيسى"", ""mask_type"": ""PERSON""}]"
test_000318,Private,حضرة الوزراء إنتو ابتعرفوا إنه الأردن مش بس عمان الغربيه ! ! في مناطق تانية ! !,حضرة الوزراء إنتو ابتعرفوا إنه [LOC_1] مش بس [LOC_2] ! ! في مناطق تانية ! !,"[{""start"": 31, ""end"": 37, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الأردن"", ""mask_type"": ""LOC""}, {""start"": 44, ""end"": 56, ""placeholder"": ""[LOC_2]"", ""surface_form"": ""عمان الغربيه"", ""mask_type"": ""LOC""}]"
test_000319,Private,وهدا الخبر يحتاج الى توضيح اكثر ووضعه تحت المجهر من اطراف عده والبركه في صحيفة الرياض ومن الان فان المساحات التي ترتفع عن سطح البحر سيرتفع سطح,وهدا الخبر يحتاج الى توضيح اكثر ووضعه تحت المجهر من اطراف عده والبركه في صحيفة [ORG_1] ومن الان فان المساحات التي ترتفع عن سطح البحر سيرتفع سطح,"[{""start"": 79, ""end"": 85, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الرياض"", ""mask_type"": ""ORG""}]"
test_000320,Private,السيد المحترم د / برادعى يجب ان تعلم ان الشعب المصرى الحقيقى معك الشعب المصرى الذى لا يحمل اى جنسية غير المصرية لا جنسية انجليزية ولا امريكانية ولا فلبينية ان معظم من يعارضونك يحملون جميعهم جنسيات مذدوجة وهم لا ينتمون الى الشريحة الاكبر بمصر ان الفقراء هم من بعد اللة سينصرونك لانك تكلمت بلسان حالهم اصبحنا كالشحاتين عندما نطلب صدقة اما عن طريق عضو مجلس شعب فى الحزب الوطنى او عن طريق فضح الاسرار عن طريق الفضائيات كما يحدث الان ومشكلتى اننى فقير لا املك المال لا املك قوت يومى فشكرا لك لانك تكلمت بلسانى لطلب حقى فى بلدى وبلدك شكرا لانك تريد ونحن وضع حد لهذة المهزلة فبدلا من ان يشكروك يتكلمون عنك بما ليس فيك الغريب ان المستفيدين فقط هم من يتكلمون ونحن لن نصمت لن نسكت لن نموت لن نموت نحن معك يا دكتور حتى لو,السيد المحترم د / [PERSON_1] يجب ان تعلم ان الشعب المصرى الحقيقى معك الشعب المصرى الذى لا يحمل اى جنسية غير المصرية لا جنسية انجليزية ولا امريكانية ولا فلبينية ان معظم من يعارضونك يحملون جميعهم جنسيات مذدوجة وهم لا ينتمون الى الشريحة الاكبر ب[LOC_1] ان الفقراء هم من بعد اللة سينصرونك لانك تكلمت بلسان حالهم اصبحنا كالشحاتين عندما نطلب صدقة اما عن طريق عضو مجلس شعب فى [ORG_1] او عن طريق فضح الاسرار عن طريق الفضائيات كما يحدث الان ومشكلتى اننى فقير لا املك المال لا املك قوت يومى فشكرا لك لانك تكلمت بلسانى لطلب حقى فى بلدى وبلدك شكرا لانك تريد ونحن وضع حد لهذة المهزلة فبدلا من ان يشكروك يتكلمون عنك بما ليس فيك الغريب ان المستفيدين فقط هم من يتكلمون ونحن لن نصمت لن نسكت لن نموت لن نموت نحن معك يا دكتور حتى لو,"[{""start"": 18, ""end"": 24, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""برادعى"", ""mask_type"": ""PERSON""}, {""start"": 238, ""end"": 241, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}, {""start"": 361, ""end"": 373, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الحزب الوطنى"", ""mask_type"": ""ORG""}]"
test_000323,Private,الى تعليق واحد دى مش دكتورة دا مخبر واسمه زلطة هى دى وظيفته وبياخد عليها,الى تعليق واحد دى مش دكتورة دا مخبر واسمه [PERSON_1] هى دى وظيفته وبياخد عليها,"[{""start"": 42, ""end"": 46, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""زلطة"", ""mask_type"": ""PERSON""}]"
test_000324,Private,ويلبى قلبك يابو المكارم عبد الرحمن بن,ويلبى قلبك يابو المكارم [PERSON_1] بن,"[{""start"": 24, ""end"": 34, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""عبد الرحمن"", ""mask_type"": ""PERSON""}]"
test_000328,Private,كل يوم وفريق الدجه وجمهور النحشه ياخذون على روسهم خارجيا قصدي خليجيا اخذوا كم كف زطلعوا من بطولة الحلم لهم ومحليا ياخذون بالخمسة واليوم تكاتف الكبار وتسفيههم في كل,كل يوم وفريق الدجه وجمهور النحشه ياخذون على روسهم خارجيا قصدي خليجيا اخذوا كم كف زطلعوا من بطولة الحلم لهم ومحليا ياخذون بالخمسة و[DATE_1] تكاتف الكبار وتسفيههم في كل,"[{""start"": 130, ""end"": 135, ""placeholder"": ""[DATE_1]"", ""surface_form"": ""اليوم"", ""mask_type"": ""DATE""}]"
test_000329,Private,بصراحة وبدون لف او دوران يعني الي بدخل على المواقع الاباحية كثير وما في حدا ما بيصير عندو فضول وبدخل اما بالنسبة لسرقة الاميلات او المواقع او النصب فاعتقد ان الانسان بيقدر ان يعرف النصب والاحتيال وان لا يصدق اي شخص في النت اما ان ارفع قضية على اميل انسرق او احد ضحك علي او نشر صورة على النت فما اعتقد انو القاضي راح يحكم على الي نشر الصور لان الصورة سهلة جداا ان تلاقيها من النت واي صورة بدك من واقع الفيس بوك او مواقع الاميلات الي تطلب صورة شخصية او يكون عارف,بصراحة وبدون لف او دوران يعني الي بدخل على المواقع الاباحية كثير وما في حدا ما بيصير عندو فضول وبدخل اما بالنسبة لسرقة الاميلات او المواقع او النصب فاعتقد ان الانسان بيقدر ان يعرف النصب والاحتيال وان لا يصدق اي شخص في النت اما ان ارفع قضية على اميل انسرق او احد ضحك علي او نشر صورة على النت فما اعتقد انو القاضي راح يحكم على الي نشر الصور لان الصورة سهلة جداا ان تلاقيها من النت واي صورة بدك من واقع [ORG_1] او مواقع الاميلات الي تطلب صورة شخصية او يكون عارف,"[{""start"": 400, ""end"": 409, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الفيس بوك"", ""mask_type"": ""ORG""}]"
test_000330,Private,جامعة عين شمس بكراعاملة حافلة لمحمد حماقى عشان طبعا يلهوا الشباب,[ORG_1] بكراعاملة حافلة ل[PERSON_1] عشان طبعا يلهوا الشباب,"[{""start"": 0, ""end"": 13, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""جامعة عين شمس"", ""mask_type"": ""ORG""}, {""start"": 31, ""end"": 41, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""محمد حماقى"", ""mask_type"": ""PERSON""}]"
test_000331,Private,وكيف يسكت عليه الرئيس مبارك ولماذا نترك من يمتص دم الشعب بأسلوبة وأحتكارة للحديد دة أنسان شكلة بيصفى حسابات قديمة شخصية مع الدولة مع,وكيف يسكت عليه الرئيس [PERSON_1] ولماذا نترك من يمتص دم الشعب بأسلوبة وأحتكارة للحديد دة أنسان شكلة بيصفى حسابات قديمة شخصية مع الدولة مع,"[{""start"": 22, ""end"": 27, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""مبارك"", ""mask_type"": ""PERSON""}]"
